system:index,date,lake_bottom_temperature,.geo
19880801,1988-08-01,2.2419803305306965E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880802,1988-08-02,2.2427848150060993E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880803,1988-08-03,2.242530829976722E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880804,1988-08-04,2.2419956730570078E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880805,1988-08-05,2.2423641713041174E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880806,1988-08-06,2.2433175872804785E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880807,1988-08-07,2.244572770749405E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880808,1988-08-08,2.2456929720094234E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880809,1988-08-09,2.245918145304128E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880810,1988-08-10,2.24613190797176E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880811,1988-08-11,2.2459882509228802E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880812,1988-08-12,2.245352915554884E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880813,1988-08-13,2.2450223757506627E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880814,1988-08-14,2.2455131516957146E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880815,1988-08-15,2.2461341115147102E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880816,1988-08-16,2.2463468561331698E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880817,1988-08-17,2.2466569527266926E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880818,1988-08-18,2.2470887795563102E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880819,1988-08-19,2.2469082284821984E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880820,1988-08-20,2.2452812905092406E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880821,1988-08-21,2.2437590753948104E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880822,1988-08-22,2.24249410679438E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880823,1988-08-23,2.241828657739545E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880824,1988-08-24,2.2416556987434322E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880825,1988-08-25,2.2405811402972966E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880826,1988-08-26,2.2395761231015423E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880827,1988-08-27,2.240672226396827E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880828,1988-08-28,2.242357360133621E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880829,1988-08-29,2.2422329840653908E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880830,1988-08-30,2.2411943442520678E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880831,1988-08-31,2.2412453518461853E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880901,1988-09-01,2.2415271081963903E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880902,1988-09-02,2.2404890887409174E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880903,1988-09-03,2.2394899756716186E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880904,1988-09-04,2.2400107082823235E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880905,1988-09-05,2.2413493902684656E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880906,1988-09-06,2.242481841913644E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880907,1988-09-07,2.2434450775375038E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880908,1988-09-08,2.2437419889245367E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880909,1988-09-09,2.243830573420681E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880910,1988-09-10,2.2438320155776644E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880911,1988-09-11,2.2440002346684057E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880912,1988-09-12,2.2433516933495337E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880913,1988-09-13,2.2418413138027754E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880914,1988-09-14,2.2395110960959277E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880915,1988-09-15,2.237721626209197E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880916,1988-09-16,2.2366516555586338E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880917,1988-09-17,2.2361880965110198E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880918,1988-09-18,2.2362183255481744E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880919,1988-09-19,2.2364445822736055E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880920,1988-09-20,2.2370970624025515E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880921,1988-09-21,2.2376308324887395E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880922,1988-09-22,2.238079691009034E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880923,1988-09-23,2.237485384028948E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880924,1988-09-24,2.2369235087855113E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880925,1988-09-25,2.2371820687900245E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880926,1988-09-26,2.2378128633273456E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880927,1988-09-27,2.2383027576442897E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880928,1988-09-28,2.2387482441598955E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880929,1988-09-29,2.2379226177119705E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880930,1988-09-30,2.2363897827997088E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881001,1988-10-01,2.2348252155433604E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881002,1988-10-02,2.2342266266328308E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881003,1988-10-03,2.2344478717617822E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881004,1988-10-04,2.2349294023100948E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881005,1988-10-05,2.2351402160322785E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881006,1988-10-06,2.2347054491205755E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881007,1988-10-07,2.23362060420506E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881008,1988-10-08,2.231704113829584E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881009,1988-10-09,2.232241468108266E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881010,1988-10-10,2.232586467209303E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881011,1988-10-11,2.2320829782599908E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881012,1988-10-12,2.231816355220121E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881013,1988-10-13,2.2315041451873583E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881014,1988-10-14,2.2319719115273258E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881015,1988-10-15,2.2332850605004433E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881016,1988-10-16,2.2348911413525707E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881017,1988-10-17,2.2362789725386092E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881018,1988-10-18,2.2375849891895926E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881019,1988-10-19,2.2380801143082112E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881020,1988-10-20,2.2372046394703636E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881021,1988-10-21,2.2359142523724222E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881022,1988-10-22,2.234713798492442E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881023,1988-10-23,2.2341295241460118E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881024,1988-10-24,2.2343036175175667E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881025,1988-10-25,2.2344464500569513E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881026,1988-10-26,2.234314012831037E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881027,1988-10-27,2.2348060539701223E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881028,1988-10-28,2.2351049503188765E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881029,1988-10-29,2.234991875421185E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881030,1988-10-30,2.232593750572726E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881031,1988-10-31,2.2288484898060104E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881101,1988-11-01,2.226181287611459E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881102,1988-11-02,2.2251472762319663E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881103,1988-11-03,2.223447681269462E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881104,1988-11-04,2.2202028897933495E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881105,1988-11-05,2.2185798507786462E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881106,1988-11-06,2.2180292223289979E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881107,1988-11-07,2.2174038094373667E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881108,1988-11-08,2.217249955851712E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881109,1988-11-09,2.21877642118987E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881110,1988-11-10,2.2205833144040984E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881111,1988-11-11,2.221954552421621E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881112,1988-11-12,2.2227220085538158E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881113,1988-11-13,2.2231837298851275E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881114,1988-11-14,2.2219540408872148E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881115,1988-11-15,2.220299451858024E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881116,1988-11-16,2.2191289731472075E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881117,1988-11-17,2.2184907201489353E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881118,1988-11-18,2.219260521879841E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881119,1988-11-19,2.2188659060946363E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881120,1988-11-20,2.2171882940200356E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881121,1988-11-21,2.2126469618327266E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881122,1988-11-22,2.2066983969634283E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881123,1988-11-23,2.2024631612026495E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881124,1988-11-24,2.2005604899305457E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881125,1988-11-25,2.1993231945616615E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881126,1988-11-26,2.1979917476069614E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881127,1988-11-27,2.196998474729835E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881128,1988-11-28,2.1959021620975342E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881129,1988-11-29,2.1968164757129887E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881130,1988-11-30,2.1996027038137543E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881201,1988-12-01,2.2007018046351132E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881202,1988-12-02,2.2008201623375112E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881203,1988-12-03,2.2008203684638906E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881204,1988-12-04,2.2029862881392935E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881205,1988-12-05,2.2062195826224262E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881206,1988-12-06,2.2052453332755548E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881207,1988-12-07,2.2026068384127176E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881208,1988-12-08,2.200728927396958E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881209,1988-12-09,2.2004653732634485E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881210,1988-12-10,2.2012807546758315E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881211,1988-12-11,2.2018426793910676E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881212,1988-12-12,2.201820222665982E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881213,1988-12-13,2.200823948626535E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881214,1988-12-14,2.1999839287024835E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881215,1988-12-15,2.1993507536378694E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881216,1988-12-16,2.1985681090891188E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881217,1988-12-17,2.1974670048636737E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881218,1988-12-18,2.1964860517706352E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881219,1988-12-19,2.196394170397703E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881220,1988-12-20,2.1960629179749507E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881221,1988-12-21,2.1950917313993275E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881222,1988-12-22,2.1951941151720232E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881223,1988-12-23,2.1957904357596323E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881224,1988-12-24,2.1973080255332908E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881225,1988-12-25,2.1981815159961516E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881226,1988-12-26,2.1984150931249148E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881227,1988-12-27,2.1984843809958044E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881228,1988-12-28,2.198321495112729E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881229,1988-12-29,2.1977542873019248E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881230,1988-12-30,2.1967653231648907E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19881231,1988-12-31,2.1955712736906868E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890101,1989-01-01,2.1940723512106913E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890102,1989-01-02,2.192579836376359E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890103,1989-01-03,2.190790408667046E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890104,1989-01-04,2.1896231280613297E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890105,1989-01-05,2.1895373510742593E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890106,1989-01-06,2.1909112569076118E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890107,1989-01-07,2.1915803352029753E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890108,1989-01-08,2.1922297318515766E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890109,1989-01-09,2.192793359771155E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890110,1989-01-10,2.1933249388191518E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890111,1989-01-11,2.1934489804462254E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890112,1989-01-12,2.1938665136948335E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890113,1989-01-13,2.1939975477661288E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890114,1989-01-14,2.1942734607131755E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890115,1989-01-15,2.194023224735371E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890116,1989-01-16,2.1932220258309507E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890117,1989-01-17,2.192542023231589E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890118,1989-01-18,2.1923562631334877E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890119,1989-01-19,2.192150202977494E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890120,1989-01-20,2.1915821900276166E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890121,1989-01-21,2.1915775648118562E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890122,1989-01-22,2.191503240748195E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890123,1989-01-23,2.1908365258431494E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890124,1989-01-24,2.1896493101021087E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890125,1989-01-25,2.188180130257709E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890126,1989-01-26,2.1874485098204178E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890127,1989-01-27,2.187120906382715E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890128,1989-01-28,2.1868848749694812E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890129,1989-01-29,2.1865874222303614E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890130,1989-01-30,2.1862405145222175E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890131,1989-01-31,2.185699933477208E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890201,1989-02-01,2.184922037326339E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890202,1989-02-02,2.184832584235943E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890203,1989-02-03,2.1847904216714263E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890204,1989-02-04,2.1845333388361666E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890205,1989-02-05,2.184770784997158E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890206,1989-02-06,2.1858163965398046E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890207,1989-02-07,2.1864248936214584E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890208,1989-02-08,2.1865818830489326E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890209,1989-02-09,2.1866921282964575E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890210,1989-02-10,2.187136285789014E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890211,1989-02-11,2.1874711477291963E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890212,1989-02-12,2.1878985944727778E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890213,1989-02-13,2.1882585188725287E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890214,1989-02-14,2.1884781176129514E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890215,1989-02-15,2.1880768257702345E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890216,1989-02-16,2.1888186918576682E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890217,1989-02-17,2.1890580867310145E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890218,1989-02-18,2.1909921024911183E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890219,1989-02-19,2.1941631211031687E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890220,1989-02-20,2.1961143285139865E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890221,1989-02-21,2.1962400308095568E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890222,1989-02-22,2.195931721344539E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890223,1989-02-23,2.195720250119072E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890224,1989-02-24,2.194444704479705E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890225,1989-02-25,2.1933727553187996E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890226,1989-02-26,2.1917354075217074E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890227,1989-02-27,2.1906937848712948E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890228,1989-02-28,2.1906266682296735E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890301,1989-03-01,2.190945031372143E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890302,1989-03-02,2.1918623431179214E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890303,1989-03-03,2.194158867068626E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890304,1989-03-04,2.1956869122952914E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890305,1989-03-05,2.197462980053901E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890306,1989-03-06,2.1994110347814545E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890307,1989-03-07,2.2008987546104428E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890308,1989-03-08,2.200548414811131E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890309,1989-03-09,2.2000730397618902E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890310,1989-03-10,2.2006113250936896E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890311,1989-03-11,2.2015660361287695E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890312,1989-03-12,2.2029957647605073E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890313,1989-03-13,2.2043540908486557E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890314,1989-03-14,2.203744273441235E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890315,1989-03-15,2.204194343915758E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890316,1989-03-16,2.2059536163235518E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890317,1989-03-17,2.2064929891588676E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890318,1989-03-18,2.205258337439021E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890319,1989-03-19,2.2045676712476707E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890320,1989-03-20,2.2046893878234783E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890321,1989-03-21,2.2042730649405366E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890322,1989-03-22,2.205804639127591E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890323,1989-03-23,2.2060731033679438E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890324,1989-03-24,2.2055406068021333E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890325,1989-03-25,2.2070916320420402E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890326,1989-03-26,2.208640307664856E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890327,1989-03-27,2.211164576665852E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890328,1989-03-28,2.2136684040600586E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890329,1989-03-29,2.2150288694785684E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890330,1989-03-30,2.215770653266179E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890331,1989-03-31,2.2164630007572562E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890401,1989-04-01,2.217110341062004E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890402,1989-04-02,2.2169619262995145E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890403,1989-04-03,2.2159227285830012E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890404,1989-04-04,2.2138126972810364E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890405,1989-04-05,2.21203364480178E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890406,1989-04-06,2.2113682345375383E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890407,1989-04-07,2.211448180907293E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890408,1989-04-08,2.212282009686764E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890409,1989-04-09,2.213119508722023E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890410,1989-04-10,2.2151313352128628E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890411,1989-04-11,2.215949545170881E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890412,1989-04-12,2.216911597974546E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890413,1989-04-13,2.216478348204565E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890414,1989-04-14,2.2158199911063427E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890415,1989-04-15,2.215438820964817E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890416,1989-04-16,2.2158106556017655E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890417,1989-04-17,2.2159009178391165E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890418,1989-04-18,2.2162850119639596E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890419,1989-04-19,2.216576786542175E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890420,1989-04-20,2.2168619750232235E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890421,1989-04-21,2.216808662520612E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890422,1989-04-22,2.21614109797602E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890423,1989-04-23,2.2161800195401728E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890424,1989-04-24,2.2174401990127563E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890425,1989-04-25,2.21773174320072E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890426,1989-04-26,2.216066698978268E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890427,1989-04-27,2.2144334269982556E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890428,1989-04-28,2.2139817676526386E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890429,1989-04-29,2.2138335420863137E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890430,1989-04-30,2.2142633600179932E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890501,1989-05-01,2.2153043936174852E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890502,1989-05-02,2.217080766673658E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890503,1989-05-03,2.219418541695478E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890504,1989-05-04,2.22186020570661E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890505,1989-05-05,2.2238245181135237E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890506,1989-05-06,2.2250312936753723E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890507,1989-05-07,2.2242242519495934E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890508,1989-05-08,2.2236970571491337E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890509,1989-05-09,2.224459003437404E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890510,1989-05-10,2.225459014871018E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890511,1989-05-11,2.225928731108241E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890512,1989-05-12,2.2252411842444175E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890513,1989-05-13,2.2244796626335043E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19890514,1989-05-14,2.2244036648753235E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
