system:index,date,surface_net_solar_radiation_sum,.geo
20050407,2005-04-07,7.027406590564881E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050408,2005-04-08,9.524043429996557E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050409,2005-04-09,1.0665631798597904E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050410,2005-04-10,8.727890864889299E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050411,2005-04-11,1.1091138610510312E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050412,2005-04-12,1.0341034368208035E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050413,2005-04-13,8.010067973070335E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050414,2005-04-14,9.685370014124156E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050415,2005-04-15,9.036155450857057E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050416,2005-04-16,7.406628782604808E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050417,2005-04-17,8.499023304804361E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050418,2005-04-18,7.785576946219928E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050419,2005-04-19,1.0923033666844812E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050420,2005-04-20,1.0343779528563055E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050421,2005-04-21,1.1548273221788844E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050422,2005-04-22,1.1914749558641738E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050423,2005-04-23,8.903808437771307E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050424,2005-04-24,7.826862300412025E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050425,2005-04-25,9.56454396763609E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050426,2005-04-26,1.1664455925399578E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050427,2005-04-27,1.288523482315855E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050428,2005-04-28,1.3099230916818494E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050429,2005-04-29,1.3764178657060074E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050430,2005-04-30,1.5826372911472836E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050501,2005-05-01,1.5699943009398852E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050502,2005-05-02,1.3824140643076508E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050503,2005-05-03,1.2127255232556396E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050504,2005-05-04,1.1249857810069568E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050505,2005-05-05,1.1164081089792977E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050506,2005-05-06,9.921669095675123E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050507,2005-05-07,1.0365868816349012E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050508,2005-05-08,1.4826140215023672E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050509,2005-05-09,1.4684800991281234E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050510,2005-05-10,1.3768032458122928E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050511,2005-05-11,1.566412156804539E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050512,2005-05-12,1.3002635622342E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050513,2005-05-13,1.123027587295278E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050514,2005-05-14,9.670819702043896E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050515,2005-05-15,1.2969974222119162E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050516,2005-05-16,1.2377765474566852E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050517,2005-05-17,1.1740616586083285E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050518,2005-05-18,1.3144712031761828E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050519,2005-05-19,1.4719317165604188E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050520,2005-05-20,1.5346787331306477E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050521,2005-05-21,1.1608410477555176E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050522,2005-05-22,1.1133308225605617E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050523,2005-05-23,1.4266727200486393E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050524,2005-05-24,1.5729145172555432E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050525,2005-05-25,1.7583204647524492E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050526,2005-05-26,1.7721734071088504E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050527,2005-05-27,1.8050479556643633E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050528,2005-05-28,1.7456800986623555E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050529,2005-05-29,1.3913205489643682E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050530,2005-05-30,1.0789619063663824E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050531,2005-05-31,1.544226869571436E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050601,2005-06-01,1.5482613974754465E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050602,2005-06-02,1.6712089342197385E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050603,2005-06-03,1.3780171547524434E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050604,2005-06-04,1.2412763116992244E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050605,2005-06-05,1.2420336255134316E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050606,2005-06-06,9.619493148855242E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050607,2005-06-07,1.61293973956027E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050608,2005-06-08,1.8263851601559086E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050609,2005-06-09,1.826095613012493E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050610,2005-06-10,1.739527856638158E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050611,2005-06-11,1.6001180737273078E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050612,2005-06-12,1.5903192195693062E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050613,2005-06-13,1.5687412640255818E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050614,2005-06-14,1.3328370202519562E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050615,2005-06-15,1.2767215918167648E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050616,2005-06-16,1.274121915527575E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050617,2005-06-17,1.4896804473356254E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050618,2005-06-18,1.756491794515791E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050619,2005-06-19,1.7742417576847625E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050620,2005-06-20,1.6326128064891877E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050621,2005-06-21,1.5644243980712629E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050622,2005-06-22,1.7166555942655969E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050623,2005-06-23,1.6791121522198936E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050624,2005-06-24,1.5591125457744559E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050625,2005-06-25,1.354435092441595E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050626,2005-06-26,1.5952541762159434E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050627,2005-06-27,1.66458713350892E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050628,2005-06-28,1.4275972161598434E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050629,2005-06-29,1.3779569291576984E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050630,2005-06-30,1.259433240955725E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050701,2005-07-01,1.0156067732259824E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050702,2005-07-02,1.1893709647263504E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050703,2005-07-03,1.6000484723278348E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050704,2005-07-04,1.1944522509086176E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050705,2005-07-05,1.275220938621903E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050706,2005-07-06,1.1255975438411668E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050707,2005-07-07,1.0468899538951453E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050708,2005-07-08,1.205758041351231E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050709,2005-07-09,1.273524343538241E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050710,2005-07-10,1.4008543713401973E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050711,2005-07-11,1.6912420052159504E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050712,2005-07-12,1.6209686399739666E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050713,2005-07-13,1.6429701045001648E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050714,2005-07-14,1.7592444323879938E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050715,2005-07-15,1.7301315112922814E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050716,2005-07-16,1.7111396462883309E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050717,2005-07-17,1.716502015638254E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050718,2005-07-18,1.2807606628072553E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050719,2005-07-19,1.2882743294126445E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050720,2005-07-20,1.3438393743727186E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050721,2005-07-21,1.3975355496427332E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050722,2005-07-22,1.3490950279566805E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050723,2005-07-23,1.1167149832121242E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050724,2005-07-24,1.1916955828056912E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050725,2005-07-25,1.211112519727013E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050726,2005-07-26,1.2715416399773016E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050727,2005-07-27,1.4108962923205E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050728,2005-07-28,1.4804157427550916E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050729,2005-07-29,1.1596502267734074E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050730,2005-07-30,1.425239529720107E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050731,2005-07-31,1.2792045779461994E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050801,2005-08-01,1.1931842360027514E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050802,2005-08-02,1.1944525655297611E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050803,2005-08-03,1.3649984324095936E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050804,2005-08-04,1.5386570798293691E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050805,2005-08-05,1.334831669708061E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050806,2005-08-06,1.3382108084781521E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050807,2005-08-07,1.0867248614847684E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050808,2005-08-08,1.5164680172922973E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050809,2005-08-09,1.6127445412731598E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050810,2005-08-10,1.4252343822195564E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050811,2005-08-11,1.3020321282597598E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050812,2005-08-12,1.3893066767926004E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050813,2005-08-13,1.320784138566381E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050814,2005-08-14,1.1533031790405564E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050815,2005-08-15,1.1602985596894842E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050816,2005-08-16,1.4258068683775846E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050817,2005-08-17,1.4908064408153336E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050818,2005-08-18,1.317867924239162E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050819,2005-08-19,1.1384597818612795E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050820,2005-08-20,1.0771641998279975E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050821,2005-08-21,7.904388180407756E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050822,2005-08-22,8.482760156744486E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050823,2005-08-23,9.085175673414492E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050824,2005-08-24,1.1185423230047457E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050825,2005-08-25,8.19735997174724E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050826,2005-08-26,1.1255170132143865E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050827,2005-08-27,8.819416842112408E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050828,2005-08-28,1.3223727088672156E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050829,2005-08-29,1.4185257751698457E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050830,2005-08-30,1.3948315511929762E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050831,2005-08-31,1.3353404466027148E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050901,2005-09-01,9.441018076688588E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050902,2005-09-02,1.2343536746970945E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050903,2005-09-03,1.3084913587364047E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050904,2005-09-04,1.2217444057695873E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050905,2005-09-05,8.011263239154719E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050906,2005-09-06,8.040620846522887E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050907,2005-09-07,1.0459918895701207E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050908,2005-09-08,9.210043412009594E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050909,2005-09-09,9.439550011736078E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050910,2005-09-10,8.281968820385508E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050911,2005-09-11,8.164641745383018E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050912,2005-09-12,6.316694983303283E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050913,2005-09-13,7.558723287582436E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050914,2005-09-14,8.449854914812181E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050915,2005-09-15,9.587803597564531E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050916,2005-09-16,7.175888899382733E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050917,2005-09-17,8.33799974082174E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050918,2005-09-18,9.656830113624234E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050919,2005-09-19,1.0590069110213617E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050920,2005-09-20,1.1075856200502312E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050921,2005-09-21,1.1442432061182688E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050922,2005-09-22,1.1331359829364242E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050923,2005-09-23,1.0391315736474203E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050924,2005-09-24,9.026030603896168E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050925,2005-09-25,7.144190676891723E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050926,2005-09-26,7.642131685031693E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050927,2005-09-27,7.708949256464365E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050928,2005-09-28,7.77680711700052E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050929,2005-09-29,6.518866267368293E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050930,2005-09-30,6.262823587029503E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051001,2005-10-01,5.129814791532757E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051002,2005-10-02,6.807818493568643E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051003,2005-10-03,5.771384472031402E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051004,2005-10-04,4.964337434623538E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051005,2005-10-05,4.584199367394775E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051006,2005-10-06,6.31948152477142E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051007,2005-10-07,7.061032139800801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051008,2005-10-08,8.628259201912009E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051009,2005-10-09,8.524974635474438E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051010,2005-10-10,8.489565574558898E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051011,2005-10-11,8.031349155595172E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051012,2005-10-12,6.346627720071869E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051013,2005-10-13,5.077423935768272E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051014,2005-10-14,7.315685677706137E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051015,2005-10-15,6.555491828724187E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051016,2005-10-16,6.46946057090407E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051017,2005-10-17,6.720537292977102E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051018,2005-10-18,3.8827204881947515E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051019,2005-10-19,5.084264753290568E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051020,2005-10-20,5.455391066307493E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051021,2005-10-21,5.318344794475816E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051022,2005-10-22,5.174624362515579E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051023,2005-10-23,5.005764194322977E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051024,2005-10-24,5.261342369056685E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051025,2005-10-25,5.568954239234809E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051026,2005-10-26,5.762628181428773E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051027,2005-10-27,6.983459575229519E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051028,2005-10-28,5.182432823991525E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051029,2005-10-29,5.629425086409216E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051030,2005-10-30,5.911306560324593E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051031,2005-10-31,3.272741128823093E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051101,2005-11-01,5.541453319748308E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051102,2005-11-02,3.7550739895861333E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051103,2005-11-03,5.463373828863518E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051104,2005-11-04,2.5532527967382935E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051105,2005-11-05,4.539766827863848E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051106,2005-11-06,5.37821994215703E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051107,2005-11-07,4.791185806737832E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051108,2005-11-08,5.868274875191196E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051109,2005-11-09,2.9438745855798486E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051110,2005-11-10,4.039505184201092E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051111,2005-11-11,4.742336708667506E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051112,2005-11-12,2.768686167350885E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051113,2005-11-13,3.1715822172568906E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051114,2005-11-14,4.0441956488170977E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051115,2005-11-15,3.4150983528526133E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051116,2005-11-16,2.523196222623049E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051117,2005-11-17,3.9938525924096265E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051118,2005-11-18,4.732518240283371E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051119,2005-11-19,4.680138450205021E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051120,2005-11-20,4.890939800135332E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051121,2005-11-21,4.3844298391188477E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051122,2005-11-22,4.633388160708014E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051123,2005-11-23,4.087655107289342E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051124,2005-11-24,3.1154861544922627E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051125,2005-11-25,2.945348687273476E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051126,2005-11-26,3.1265160328969683E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051127,2005-11-27,2.750271715821218E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051128,2005-11-28,2.556145397354133E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051129,2005-11-29,2.3168678042842637E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051130,2005-11-30,2.7565640738801855E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051201,2005-12-01,3.167989648499168E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051202,2005-12-02,1.602991761244188E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051203,2005-12-03,2.5827893361354824E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051204,2005-12-04,1.9342195352780652E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051205,2005-12-05,2.5532043922538164E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051206,2005-12-06,2.571175264511427E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051207,2005-12-07,2.7246807328705444E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051208,2005-12-08,2.005594387704993E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051209,2005-12-09,2.526587473067809E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051210,2005-12-10,3.5658997530527324E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051211,2005-12-11,3.743407614325687E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051212,2005-12-12,2.6645870066498584E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051213,2005-12-13,2.5924000888670596E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051214,2005-12-14,2.04112187799955E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051215,2005-12-15,2.0682741322475415E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051216,2005-12-16,1.409567973873578E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051217,2005-12-17,2.744828989119447E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051218,2005-12-18,3.253688881544377E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051219,2005-12-19,2.614814358384874E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051220,2005-12-20,2.7303723063869155E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051221,2005-12-21,3.066173097090107E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051222,2005-12-22,3.286193316568724E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051223,2005-12-23,3.2405432109090166E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051224,2005-12-24,3.033891825245488E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051225,2005-12-25,2.21249806955533E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051226,2005-12-26,2.448057114880351E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051227,2005-12-27,3.1002576702404985E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051228,2005-12-28,2.9048605329860215E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051229,2005-12-29,3.005843809701291E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051230,2005-12-30,1.1580889378817668E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051231,2005-12-31,1.6404332750308804E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060101,2006-01-01,2.0106534576552034E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060102,2006-01-02,2.2146887265664644E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060103,2006-01-03,2.220966434212561E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060104,2006-01-04,2.1804352478040137E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060105,2006-01-05,2.220313859026367E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060106,2006-01-06,2.7513810913977324E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060107,2006-01-07,2.616315021346668E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060108,2006-01-08,2.2419604945709756E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060109,2006-01-09,2.7299223088844585E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060110,2006-01-10,3.1098810093173774E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060111,2006-01-11,2.9754888708686104E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060112,2006-01-12,2.275587199105837E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060113,2006-01-13,3.722290135127664E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060114,2006-01-14,4.049968812082463E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060115,2006-01-15,3.9354284125665264E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060116,2006-01-16,2.8367403645348486E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060117,2006-01-17,1.1647240834206199E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060118,2006-01-18,1.231956046621819E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20060119,2006-01-19,2.126669650804729E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
