system:index,date,soil_temperature_level_1,.geo
19900830,1990-08-30,2.3057003083012056E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900831,1990-08-31,2.2861787317122525E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900901,1990-09-01,2.287135338369682E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900902,1990-09-02,2.2935506521836025E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900903,1990-09-03,2.3023226778745535E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900904,1990-09-04,2.2988202077422285E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900905,1990-09-05,2.291532813841502E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900906,1990-09-06,2.2864824678187633E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900907,1990-09-07,2.2801108810119236E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900908,1990-09-08,2.2786255684268892E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900909,1990-09-09,2.2832347701952934E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900910,1990-09-10,2.289555811789543E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900911,1990-09-11,2.2867840978122476E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900912,1990-09-12,2.286672800850618E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900913,1990-09-13,2.2930134944133726E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900914,1990-09-14,2.2951724316261345E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900915,1990-09-15,2.2969812580530077E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900916,1990-09-16,2.2926328074549112E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900917,1990-09-17,2.2872082748395973E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900918,1990-09-18,2.2857767748812264E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900919,1990-09-19,2.285076390342735E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900920,1990-09-20,2.2792355037030965E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900921,1990-09-21,2.2770829209143305E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900922,1990-09-22,2.2836689174750012E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900923,1990-09-23,2.2777378484015703E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900924,1990-09-24,2.2647040733669466E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900925,1990-09-25,2.2621560265112686E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900926,1990-09-26,2.2677685533918583E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900927,1990-09-27,2.2650586055859578E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900928,1990-09-28,2.2634875577444E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900929,1990-09-29,2.2744572194564283E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19900930,1990-09-30,2.289088521646516E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901001,1990-10-01,2.285079204625349E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901002,1990-10-02,2.2817449443651497E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901003,1990-10-03,2.2824122932738885E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901004,1990-10-04,2.2672452745477265E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901005,1990-10-05,2.2569983547007796E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901006,1990-10-06,2.2650817293572617E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901007,1990-10-07,2.258236555827443E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901008,1990-10-08,2.2463315059116548E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901009,1990-10-09,2.241797249880017E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901010,1990-10-10,2.2457410145579064E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901011,1990-10-11,2.2571922203024495E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901012,1990-10-12,2.2761839296227437E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901013,1990-10-13,2.2856930532887268E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901014,1990-10-14,2.2886812100815588E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901015,1990-10-15,2.2901659264209926E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901016,1990-10-16,2.2799813751029837E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901017,1990-10-17,2.2743989030602753E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901018,1990-10-18,2.266053149140299E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901019,1990-10-19,2.260265482926591E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901020,1990-10-20,2.2588124417047018E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901021,1990-10-21,2.2584703598484594E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901022,1990-10-22,2.2580745150611934E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901023,1990-10-23,2.2545828130416465E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901024,1990-10-24,2.2514427966987023E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901025,1990-10-25,2.2471750201702356E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901026,1990-10-26,2.2383893808137327E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901027,1990-10-27,2.233793949545086E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901028,1990-10-28,2.2373505630558383E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901029,1990-10-29,2.2416901444892532E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901030,1990-10-30,2.2421175730826765E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901031,1990-10-31,2.2417867568586928E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901101,1990-11-01,2.2327178833790314E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901102,1990-11-02,2.2222709960742256E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901103,1990-11-03,2.212633778781669E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901104,1990-11-04,2.2065789385545897E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901105,1990-11-05,2.2033681303567025E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901106,1990-11-06,2.196464654138608E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901107,1990-11-07,2.195048688058675E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901108,1990-11-08,2.2004312644308323E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901109,1990-11-09,2.2127112016714713E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901110,1990-11-10,2.225537904930146E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901111,1990-11-11,2.2301073513340038E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901112,1990-11-12,2.2301726759361327E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901113,1990-11-13,2.2296721116818228E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901114,1990-11-14,2.232338578243398E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901115,1990-11-15,2.228907889777317E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901116,1990-11-16,2.2278565637910187E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901117,1990-11-17,2.238236614583414E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901118,1990-11-18,2.2365637751363987E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901119,1990-11-19,2.228825387298727E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901120,1990-11-20,2.2283171223670077E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901121,1990-11-21,2.212052624657621E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901122,1990-11-22,2.20040077924569E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901123,1990-11-23,2.1934166261506248E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901124,1990-11-24,2.1976044162971872E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901125,1990-11-25,2.1962486839681524E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901126,1990-11-26,2.1936238171618986E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901127,1990-11-27,2.191631188864859E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901128,1990-11-28,2.1875110922127488E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901129,1990-11-29,2.1862056228630596E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901130,1990-11-30,2.1887058216407546E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901201,1990-12-01,2.1772982266822663E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901202,1990-12-02,2.1757664168206602E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901203,1990-12-03,2.1776037092128873E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901204,1990-12-04,2.178698162937761E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901205,1990-12-05,2.1789872217143416E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901206,1990-12-06,2.1664720013003471E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901207,1990-12-07,2.1586779201159936E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901208,1990-12-08,2.1645594524955678E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901209,1990-12-09,2.165099317747748E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901210,1990-12-10,2.167063122687055E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901211,1990-12-11,2.1759010698641163E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901212,1990-12-12,2.1824479679775771E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901213,1990-12-13,2.180269818133853E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901214,1990-12-14,2.1772555644480968E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901215,1990-12-15,2.1714192522711772E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901216,1990-12-16,2.1696468578852457E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901217,1990-12-17,2.1643756068682802E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901218,1990-12-18,2.1632581974126148E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901219,1990-12-19,2.164492093668627E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901220,1990-12-20,2.165298706983791E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901221,1990-12-21,2.17607360833656E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901222,1990-12-22,2.1843578937506205E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901223,1990-12-23,2.1826368971568617E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901224,1990-12-24,2.1816684950105006E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901225,1990-12-25,2.185936624610389E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901226,1990-12-26,2.19100453653923E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901227,1990-12-27,2.1963376780655324E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901228,1990-12-28,2.190382089141947E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901229,1990-12-29,2.2111372007928944E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901230,1990-12-30,2.209669306842992E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19901231,1990-12-31,2.2048615237214452E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910101,1991-01-01,2.1979241723763806E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910102,1991-01-02,2.202822992528746E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910103,1991-01-03,2.2066427399608982E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910104,1991-01-04,2.1988928963807967E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910105,1991-01-05,2.1933572197266638E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910106,1991-01-06,2.1995581004981765E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910107,1991-01-07,2.2063298177948824E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910108,1991-01-08,2.2037736256277078E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910109,1991-01-09,2.2100830750299463E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910110,1991-01-10,2.2214569954505628E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910111,1991-01-11,2.2153068891307354E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910112,1991-01-12,2.1984501770393273E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910113,1991-01-13,2.1845067835393506E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910114,1991-01-14,2.173562509345497E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910115,1991-01-15,2.1708424511685905E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910116,1991-01-16,2.173071484979803E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910117,1991-01-17,2.1805921369308513E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910118,1991-01-18,2.182569729327379E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910119,1991-01-19,2.1838544931111455E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910120,1991-01-20,2.177394703182198E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910121,1991-01-21,2.175128167239362E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910122,1991-01-22,2.1777459556910348E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910123,1991-01-23,2.1721643074709922E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910124,1991-01-24,2.165791644085933E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910125,1991-01-25,2.1597520892340636E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910126,1991-01-26,2.1592046379624087E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910127,1991-01-27,2.1587473268257064E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910128,1991-01-28,2.157219442339541E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910129,1991-01-29,2.1550104433593363E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910130,1991-01-30,2.1545319055877578E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910131,1991-01-31,2.15873995256055E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910201,1991-02-01,2.1596471369542325E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910202,1991-02-02,2.1619128902519637E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910203,1991-02-03,2.1618389096813023E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910204,1991-02-04,2.1602577841157013E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910205,1991-02-05,2.1566830839559007E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910206,1991-02-06,2.1515404407645985E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910207,1991-02-07,2.147055002768085E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910208,1991-02-08,2.1477115026310617E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910209,1991-02-09,2.1512347975946903E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910210,1991-02-10,2.152638296642084E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910211,1991-02-11,2.151042119710074E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910212,1991-02-12,2.1512804048283014E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910213,1991-02-13,2.151871280455967E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910214,1991-02-14,2.151004359529405E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910215,1991-02-15,2.153306039638257E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910216,1991-02-16,2.163963748867491E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910217,1991-02-17,2.1653417790835172E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910218,1991-02-18,2.167567283100542E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910219,1991-02-19,2.174246659006613E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910220,1991-02-20,2.1750140064187437E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910221,1991-02-21,2.1796788830026096E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910222,1991-02-22,2.1844655970839107E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910223,1991-02-23,2.193364283043449E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910224,1991-02-24,2.1970917335655692E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910225,1991-02-25,2.200586471659844E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910226,1991-02-26,2.2039619905235094E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910227,1991-02-27,2.2002736904597583E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910228,1991-02-28,2.1976673367384574E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910301,1991-03-01,2.1992780003150707E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910302,1991-03-02,2.20176525542292E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910303,1991-03-03,2.2058975687817878E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910304,1991-03-04,2.215134442497211E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910305,1991-03-05,2.2249036913404995E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910306,1991-03-06,2.2303384188254386E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910307,1991-03-07,2.2324086353476852E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910308,1991-03-08,2.230358250501233E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910309,1991-03-09,2.2204061065467158E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910310,1991-03-10,2.2176719537692192E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910311,1991-03-11,2.2227355408830398E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910312,1991-03-12,2.2272549215917462E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910313,1991-03-13,2.2288944823590475E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910314,1991-03-14,2.2274122963351673E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910315,1991-03-15,2.2282553149263006E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910316,1991-03-16,2.23227800509076E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910317,1991-03-17,2.2243695312928483E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910318,1991-03-18,2.2222567354252857E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910319,1991-03-19,2.226203559349425E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910320,1991-03-20,2.2390310725934988E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910321,1991-03-21,2.2351724972338122E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910322,1991-03-22,2.2226711559193528E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910323,1991-03-23,2.2130119938019937E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910324,1991-03-24,2.2142831963789767E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910325,1991-03-25,2.2161453329748556E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910326,1991-03-26,2.2201532949413866E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910327,1991-03-27,2.2207042642625466E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910328,1991-03-28,2.2199832820257723E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910329,1991-03-29,2.209515165892999E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910330,1991-03-30,2.206288652038798E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910331,1991-03-31,2.209745400921445E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910401,1991-04-01,2.2189512801294476E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910402,1991-04-02,2.2257096049987468E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910403,1991-04-03,2.2224401271493685E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910404,1991-04-04,2.2134959930395406E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910405,1991-04-05,2.211754990614794E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910406,1991-04-06,2.2127436419632435E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910407,1991-04-07,2.2209468868878734E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910408,1991-04-08,2.2246475584920743E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910409,1991-04-09,2.2298180194108778E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910410,1991-04-10,2.2388537655489144E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910411,1991-04-11,2.2478144728509283E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910412,1991-04-12,2.2489226690456063E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910413,1991-04-13,2.2492383488924384E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910414,1991-04-14,2.244522522023822E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910415,1991-04-15,2.247827798016758E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910416,1991-04-16,2.2480703426504934E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910417,1991-04-17,2.221871008959995E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910418,1991-04-18,2.2087172108562952E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910419,1991-04-19,2.2051077384508663E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910420,1991-04-20,2.1986323854910374E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910421,1991-04-21,2.197155162382486E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910422,1991-04-22,2.2009101640064064E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910423,1991-04-23,2.2075312808147424E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910424,1991-04-24,2.211114176246822E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910425,1991-04-25,2.211679778365304E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910426,1991-04-26,2.2170659531913936E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910427,1991-04-27,2.2226675035384727E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910428,1991-04-28,2.2236982646328783E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910429,1991-04-29,2.227991365082769E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910430,1991-04-30,2.231050722104072E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910501,1991-05-01,2.2273182975257292E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910502,1991-05-02,2.221211324839896E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910503,1991-05-03,2.2139765363591158E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910504,1991-05-04,2.2108183269776005E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910505,1991-05-05,2.2125941490731657E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910506,1991-05-06,2.211885113370465E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910507,1991-05-07,2.217516879517665E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910508,1991-05-08,2.2242322434395492E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910509,1991-05-09,2.230681666993348E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910510,1991-05-10,2.2349373016288674E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910511,1991-05-11,2.235517116796016E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910512,1991-05-12,2.2379918569158715E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910513,1991-05-13,2.2445296821295446E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910514,1991-05-14,2.2445142309235892E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910515,1991-05-15,2.2412253287183237E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910516,1991-05-16,2.232247265780301E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910517,1991-05-17,2.2265277700524062E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910518,1991-05-18,2.2301442347373557E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910519,1991-05-19,2.2383176746113575E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910520,1991-05-20,2.249515859799191E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910521,1991-05-21,2.2654132423208404E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910522,1991-05-22,2.2774755396190727E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910523,1991-05-23,2.2709292677752125E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910524,1991-05-24,2.2605348508308572E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910525,1991-05-25,2.2610330237024254E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910526,1991-05-26,2.2658181158731502E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910527,1991-05-27,2.2711457149425095E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910528,1991-05-28,2.2763804057220748E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910529,1991-05-29,2.2822602279685348E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910530,1991-05-30,2.284208011142066E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910531,1991-05-31,2.285955379289078E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910601,1991-06-01,2.2813915197304225E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910602,1991-06-02,2.2788302771118563E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910603,1991-06-03,2.2663899831718123E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910604,1991-06-04,2.2596173795650113E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910605,1991-06-05,2.2604279306157517E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910606,1991-06-06,2.263510598021338E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910607,1991-06-07,2.257751866020521E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910608,1991-06-08,2.2634931389159065E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910609,1991-06-09,2.269721777460745E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910610,1991-06-10,2.2688885904773945E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910611,1991-06-11,2.2683342649555582E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19910612,1991-06-12,2.2772968724914017E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
