system:index,date,surface_pressure,.geo
20001212,2000-12-12,7.746518485291751E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001213,2000-12-13,7.742902231836832E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001214,2000-12-14,7.675596878782585E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001215,2000-12-15,7.672386354647566E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001216,2000-12-16,7.699715353420917E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001217,2000-12-17,7.697265127702794E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001218,2000-12-18,7.708944861872787E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001219,2000-12-19,7.711273257512534E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001220,2000-12-20,7.684630813166887E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001221,2000-12-21,7.690627601584196E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001222,2000-12-22,7.670137307454967E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001223,2000-12-23,7.645915504521864E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001224,2000-12-24,7.575807901241267E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001225,2000-12-25,7.530199143306018E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001226,2000-12-26,7.495640526613618E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001227,2000-12-27,7.503168392674702E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001228,2000-12-28,7.567939232097816E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001229,2000-12-29,7.585300856393219E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001230,2000-12-30,7.620688382654654E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001231,2000-12-31,7.680521234134447E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010101,2001-01-01,7.594174786999712E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010102,2001-01-02,7.578923077361284E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010103,2001-01-03,7.641233455879967E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010104,2001-01-04,7.613600151774683E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010105,2001-01-05,7.564322196888339E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010106,2001-01-06,7.616064085963666E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010107,2001-01-07,7.669490616470541E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010108,2001-01-08,7.696210257080154E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010109,2001-01-09,7.673709281313261E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010110,2001-01-10,7.651067811776953E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010111,2001-01-11,7.670687032587172E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010112,2001-01-12,7.69589948087255E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010113,2001-01-13,7.736894499008775E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010114,2001-01-14,7.746882887594273E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010115,2001-01-15,7.729788919973035E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010116,2001-01-16,7.721141584486E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010117,2001-01-17,7.713173215811621E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010118,2001-01-18,7.702759466071896E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010119,2001-01-19,7.727819733165312E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010120,2001-01-20,7.761252045427089E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010121,2001-01-21,7.738892861773454E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010122,2001-01-22,7.653154773528848E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010123,2001-01-23,7.618579138076099E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010124,2001-01-24,7.60836393524832E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010125,2001-01-25,7.624556803089081E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010126,2001-01-26,7.607897279755093E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010127,2001-01-27,7.608948985717227E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010128,2001-01-28,7.578700047312634E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010129,2001-01-29,7.687219891399738E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010130,2001-01-30,7.731260895057492E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010131,2001-01-31,7.72635118648541E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010201,2001-02-01,7.769468485473827E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010202,2001-02-02,7.737797402429346E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010203,2001-02-03,7.685202263809625E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010204,2001-02-04,7.646567490336829E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010205,2001-02-05,7.634946700791624E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010206,2001-02-06,7.63190733681915E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010207,2001-02-07,7.608462572440813E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010208,2001-02-08,7.597301167862187E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010209,2001-02-09,7.709728938767412E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010210,2001-02-10,7.80803497819746E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010211,2001-02-11,7.846485994711241E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010212,2001-02-12,7.801692291176831E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010213,2001-02-13,7.785431256378745E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010214,2001-02-14,7.775772901773602E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010215,2001-02-15,7.79932752829282E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010216,2001-02-16,7.816388248401662E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010217,2001-02-17,7.836183157316968E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010218,2001-02-18,7.838089450759778E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010219,2001-02-19,7.843374142955035E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010220,2001-02-20,7.825860863288174E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010221,2001-02-21,7.804822029885739E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010222,2001-02-22,7.739138429741214E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010223,2001-02-23,7.655576947233241E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010224,2001-02-24,7.638218390751437E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010225,2001-02-25,7.663900704143552E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010226,2001-02-26,7.63914138302843E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010227,2001-02-27,7.52653972344072E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010228,2001-02-28,7.529042419175566E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010301,2001-03-01,7.570696875885541E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010302,2001-03-02,7.531514306766647E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010303,2001-03-03,7.51413518357185E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010304,2001-03-04,7.563137246536633E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010305,2001-03-05,7.680623008534158E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010306,2001-03-06,7.68112047405298E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010307,2001-03-07,7.660413445356895E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010308,2001-03-08,7.613957735277272E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010309,2001-03-09,7.638373715064859E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010310,2001-03-10,7.653243691944543E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010311,2001-03-11,7.671366184859564E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010312,2001-03-12,7.651610409617566E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010313,2001-03-13,7.654878881809564E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010314,2001-03-14,7.685487953059045E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010315,2001-03-15,7.675077651896713E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010316,2001-03-16,7.62936696836741E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010317,2001-03-17,7.602595345089868E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010318,2001-03-18,7.61068793749825E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010319,2001-03-19,7.682451875545248E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010320,2001-03-20,7.655739004789137E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010321,2001-03-21,7.609085492634644E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010322,2001-03-22,7.621955236165762E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010323,2001-03-23,7.62621764242536E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010324,2001-03-24,7.578274334534793E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010325,2001-03-25,7.583501663337984E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010326,2001-03-26,7.632243333485684E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010327,2001-03-27,7.647577919168448E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010328,2001-03-28,7.619530352904434E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010329,2001-03-29,7.601812350287578E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010330,2001-03-30,7.690810554877039E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010331,2001-03-31,7.750550983698639E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010401,2001-04-01,7.747876520941144E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010402,2001-04-02,7.70464143151477E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010403,2001-04-03,7.714518425688184E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010404,2001-04-04,7.681116932705725E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010405,2001-04-05,7.716375478425433E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010406,2001-04-06,7.678980600390472E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010407,2001-04-07,7.632260741988536E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010408,2001-04-08,7.718399914496709E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010409,2001-04-09,7.743864485167763E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010410,2001-04-10,7.713819419121722E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010411,2001-04-11,7.740786667039801E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010412,2001-04-12,7.777131605881186E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010413,2001-04-13,7.771737858470453E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010414,2001-04-14,7.768876005905856E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010415,2001-04-15,7.706293326600244E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010416,2001-04-16,7.700407945947778E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010417,2001-04-17,7.71164899383721E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010418,2001-04-18,7.661016639016974E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010419,2001-04-19,7.657574906745029E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010420,2001-04-20,7.655752492282788E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010421,2001-04-21,7.653410928749376E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010422,2001-04-22,7.622763937035593E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010423,2001-04-23,7.610625530837564E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010424,2001-04-24,7.641567827681645E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010425,2001-04-25,7.680778946424677E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010426,2001-04-26,7.726211625384468E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010427,2001-04-27,7.707263360141098E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010428,2001-04-28,7.69264666833073E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010429,2001-04-29,7.645388155145169E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010430,2001-04-30,7.635372236434236E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010501,2001-05-01,7.68530590055535E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010502,2001-05-02,7.685758028214711E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010503,2001-05-03,7.644435633919284E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010504,2001-05-04,7.639524601727661E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010505,2001-05-05,7.666441775900049E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010506,2001-05-06,7.702860587345485E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010507,2001-05-07,7.730839890037642E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010508,2001-05-08,7.742025469544019E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010509,2001-05-09,7.706876222424599E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010510,2001-05-10,7.695294231054431E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010511,2001-05-11,7.712554518023335E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010512,2001-05-12,7.698576326674547E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010513,2001-05-13,7.670201818372717E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010514,2001-05-14,7.645704693337125E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010515,2001-05-15,7.64025751014494E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010516,2001-05-16,7.653310439231047E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010517,2001-05-17,7.67907940409779E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010518,2001-05-18,7.734805753977322E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010519,2001-05-19,7.751751409582741E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010520,2001-05-20,7.738345089848364E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010521,2001-05-21,7.712028324046075E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010522,2001-05-22,7.704324539363647E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010523,2001-05-23,7.7276877628651E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010524,2001-05-24,7.737287243543846E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010525,2001-05-25,7.730406523259238E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010526,2001-05-26,7.743070245762956E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010527,2001-05-27,7.763489003544145E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010528,2001-05-28,7.768313956213109E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010529,2001-05-29,7.750093227367877E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010530,2001-05-30,7.714074024336986E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010531,2001-05-31,7.722379961857144E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010601,2001-06-01,7.744942461213693E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010602,2001-06-02,7.708163474634818E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010603,2001-06-03,7.736829133851456E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010604,2001-06-04,7.766075370175873E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010605,2001-06-05,7.730723469486719E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010606,2001-06-06,7.715265269451637E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010607,2001-06-07,7.704432382536629E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010608,2001-06-08,7.68214398640925E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010609,2001-06-09,7.675243141955913E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010610,2001-06-10,7.691696404114421E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010611,2001-06-11,7.750005073889282E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010612,2001-06-12,7.728366750639868E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010613,2001-06-13,7.700641596662679E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010614,2001-06-14,7.694749992833453E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010615,2001-06-15,7.672636426072821E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010616,2001-06-16,7.665338169818576E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010617,2001-06-17,7.706078198279329E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010618,2001-06-18,7.767122936789905E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010619,2001-06-19,7.76759685344332E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010620,2001-06-20,7.732705674492052E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010621,2001-06-21,7.707839177826917E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010622,2001-06-22,7.701452942521255E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010623,2001-06-23,7.710492875565605E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010624,2001-06-24,7.733733195714963E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010625,2001-06-25,7.731557002772679E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010626,2001-06-26,7.705570987845062E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010627,2001-06-27,7.703361642551337E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010628,2001-06-28,7.737168980103856E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010629,2001-06-29,7.747531745567285E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010630,2001-06-30,7.755361584143924E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010701,2001-07-01,7.782235839741544E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010702,2001-07-02,7.76318693679287E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010703,2001-07-03,7.704530348844221E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010704,2001-07-04,7.653364350480487E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010705,2001-07-05,7.651868290993439E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010706,2001-07-06,7.653262130227702E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010707,2001-07-07,7.67595467051368E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010708,2001-07-08,7.701079783433667E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010709,2001-07-09,7.707626567011449E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010710,2001-07-10,7.693983999172984E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010711,2001-07-11,7.719138339284583E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010712,2001-07-12,7.707649980831578E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010713,2001-07-13,7.679716586438864E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010714,2001-07-14,7.657473268474673E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010715,2001-07-15,7.701881475208801E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010716,2001-07-16,7.698558591639893E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010717,2001-07-17,7.648013875660474E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010718,2001-07-18,7.619294230163739E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010719,2001-07-19,7.642775435441074E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010720,2001-07-20,7.716868575420088E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010721,2001-07-21,7.729024238394073E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010722,2001-07-22,7.716469898077768E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010723,2001-07-23,7.708947431144756E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010724,2001-07-24,7.70472977181839E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010725,2001-07-25,7.70686961629651E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010726,2001-07-26,7.704909344327435E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010727,2001-07-27,7.707659583564258E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010728,2001-07-28,7.731986924651857E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010729,2001-07-29,7.751726556964534E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010730,2001-07-30,7.76116645872954E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010731,2001-07-31,7.759820947237213E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010801,2001-08-01,7.735535998118307E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010802,2001-08-02,7.680413719691766E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010803,2001-08-03,7.698902391698288E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010804,2001-08-04,7.733331397814108E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010805,2001-08-05,7.743031338287712E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010806,2001-08-06,7.723752844933043E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010807,2001-08-07,7.692668443653293E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010808,2001-08-08,7.680790323744278E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010809,2001-08-09,7.711964878854877E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010810,2001-08-10,7.767013662511183E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010811,2001-08-11,7.782944634640468E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010812,2001-08-12,7.747388308842252E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010813,2001-08-13,7.7146475052444E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010814,2001-08-14,7.695248801213847E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010815,2001-08-15,7.699927058489981E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010816,2001-08-16,7.721961126551006E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010817,2001-08-17,7.711090566129279E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010818,2001-08-18,7.667319754136783E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010819,2001-08-19,7.665330229146614E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010820,2001-08-20,7.70201596911044E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010821,2001-08-21,7.720871887601424E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010822,2001-08-22,7.73494662495164E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010823,2001-08-23,7.726077290768065E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010824,2001-08-24,7.712834267744289E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010825,2001-08-25,7.706299938511424E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010826,2001-08-26,7.710537331077438E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010827,2001-08-27,7.71825414797515E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010828,2001-08-28,7.701045601704132E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010829,2001-08-29,7.674366415141231E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010830,2001-08-30,7.674940989009892E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010831,2001-08-31,7.68949193526949E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010901,2001-09-01,7.719541580525838E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010902,2001-09-02,7.720995536204474E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010903,2001-09-03,7.698577982417868E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010904,2001-09-04,7.706594646867207E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010905,2001-09-05,7.739076010695189E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010906,2001-09-06,7.719300809335104E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010907,2001-09-07,7.73099746653156E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010908,2001-09-08,7.714476797601865E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010909,2001-09-09,7.70820274701198E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010910,2001-09-10,7.722517221336337E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010911,2001-09-11,7.728678068654292E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010912,2001-09-12,7.72990049356715E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010913,2001-09-13,7.67842057333111E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010914,2001-09-14,7.670420663885638E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010915,2001-09-15,7.707229362761539E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010916,2001-09-16,7.717857884528777E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010917,2001-09-17,7.705822272850494E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010918,2001-09-18,7.684589349293193E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010919,2001-09-19,7.67688043062172E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010920,2001-09-20,7.698823762307785E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010921,2001-09-21,7.701479594309323E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010922,2001-09-22,7.673139828827353E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010923,2001-09-23,7.627958867067432E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010924,2001-09-24,7.670608271090799E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010925,2001-09-25,7.715189295559482E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010926,2001-09-26,7.728451041900378E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010927,2001-09-27,7.714483659533841E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20010928,2001-09-28,7.684995829043277E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
