system:index,date,u_component_of_wind_10m,.geo
20030910,2003-09-10,2381737.3728976073,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030911,2003-09-11,1716321.2099672048,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030912,2003-09-12,310149.7508895494,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030913,2003-09-13,-1044480.4927173711,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030914,2003-09-14,-1709180.148568031,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030915,2003-09-15,-1166815.9094738644,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030916,2003-09-16,-584215.7735544585,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030917,2003-09-17,-404006.0458127184,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030918,2003-09-18,-16162.066246232847,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030919,2003-09-19,-363006.33473527426,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030920,2003-09-20,-381256.8457292223,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030921,2003-09-21,-102805.70990241526,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030922,2003-09-22,1262865.9422673688,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030923,2003-09-23,1227751.330918496,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030924,2003-09-24,-1343589.9843314835,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030925,2003-09-25,-1073162.1937489195,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030926,2003-09-26,645061.9806044464,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030927,2003-09-27,-26467.042962784944,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030928,2003-09-28,899596.5764385845,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030929,2003-09-29,162277.0411654036,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030930,2003-09-30,-1753645.2622162488,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031001,2003-10-01,-1056133.3306906873,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031002,2003-10-02,-648048.9586888812,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031003,2003-10-03,1319663.4674165393,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031004,2003-10-04,2105648.4362200988,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031005,2003-10-05,1652569.6394053877,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031006,2003-10-06,2095327.9842495797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031007,2003-10-07,3323249.7531586234,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031008,2003-10-08,2211933.425030699,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031009,2003-10-09,1760473.545960712,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031010,2003-10-10,898784.9172170997,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031011,2003-10-11,-815654.5984602346,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031012,2003-10-12,-1860600.5796645102,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031013,2003-10-13,-954823.4238202336,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031014,2003-10-14,-1598022.0086515946,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031015,2003-10-15,-2257195.756395978,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031016,2003-10-16,-2267236.5399872754,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031017,2003-10-17,-2261370.606783566,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031018,2003-10-18,-1655439.343169774,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031019,2003-10-19,-1582061.6002626582,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031020,2003-10-20,-17856.299661777615,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031021,2003-10-21,1240588.5074039912,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031022,2003-10-22,-460478.105736817,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031023,2003-10-23,-188451.80221988916,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031024,2003-10-24,290502.9730277321,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031025,2003-10-25,558707.423588255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031026,2003-10-26,-157102.99999994054,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031027,2003-10-27,-1055521.2096233566,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031028,2003-10-28,-1106945.2301972788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031029,2003-10-29,1585212.6610897852,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031030,2003-10-30,1621836.2707179324,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031031,2003-10-31,96313.37522897459,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031101,2003-11-01,1184258.2533459174,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031102,2003-11-02,1474207.7031142241,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031103,2003-11-03,2008466.8276920873,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031104,2003-11-04,-348745.02549064154,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031105,2003-11-05,-1516250.9162231875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031106,2003-11-06,-1021921.1054702426,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031107,2003-11-07,-2300262.9792195577,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031108,2003-11-08,-1823723.3152627274,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031109,2003-11-09,-1069048.2273090198,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031110,2003-11-10,-1236234.3282541558,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031111,2003-11-11,-524958.4374677013,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031112,2003-11-12,718027.1159651559,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031113,2003-11-13,-99095.8031417685,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031114,2003-11-14,759673.137636597,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031115,2003-11-15,-914299.557702703,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031116,2003-11-16,-294620.6624457501,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031117,2003-11-17,976073.9499470807,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031118,2003-11-18,881355.2284647437,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031119,2003-11-19,-119516.8005014897,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031120,2003-11-20,-28538.62312910711,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031121,2003-11-21,-580030.8167521,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031122,2003-11-22,-1019647.9219609515,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031123,2003-11-23,-1301612.627557519,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031124,2003-11-24,149935.1081316483,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031125,2003-11-25,946892.1889647178,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031126,2003-11-26,654871.8145087033,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031127,2003-11-27,1513657.945505897,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031128,2003-11-28,792380.9673649417,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031129,2003-11-29,-219335.3779306909,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031130,2003-11-30,-206683.37583466584,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031201,2003-12-01,-208499.756869961,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031202,2003-12-02,-862287.0220443248,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031203,2003-12-03,-1549259.149220933,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031204,2003-12-04,-1984236.7213612874,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031205,2003-12-05,-1434805.6111901484,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031206,2003-12-06,-1337419.3497462578,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031207,2003-12-07,-2345071.2938299086,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031208,2003-12-08,-1343709.122284311,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031209,2003-12-09,-1259320.244355918,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031210,2003-12-10,207289.63303947213,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031211,2003-12-11,808263.8316593247,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031212,2003-12-12,707030.8892586165,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031213,2003-12-13,2001978.1291011935,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031214,2003-12-14,2776331.301882987,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031215,2003-12-15,1186839.986883661,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031216,2003-12-16,-755026.665865869,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031217,2003-12-17,-1691285.4493987618,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031218,2003-12-18,-1386763.4517688302,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031219,2003-12-19,264827.207713878,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031220,2003-12-20,1100890.7855574721,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031221,2003-12-21,3019959.4383373177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031222,2003-12-22,1712965.5093734069,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031223,2003-12-23,1383824.6134946814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031224,2003-12-24,444044.52248471836,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031225,2003-12-25,342502.8416429717,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031226,2003-12-26,499222.37393689674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031227,2003-12-27,1036132.7980996328,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031228,2003-12-28,1987272.7177967313,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031229,2003-12-29,244282.9195553447,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031230,2003-12-30,171797.044640265,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031231,2003-12-31,-100978.56148347199,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040101,2004-01-01,607213.6105515466,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040102,2004-01-02,493635.2910824041,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040103,2004-01-03,-120501.03222894775,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040104,2004-01-04,833946.9959426789,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040105,2004-01-05,590272.0985799188,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040106,2004-01-06,382963.6287427941,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040107,2004-01-07,-172558.22947950655,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040108,2004-01-08,636657.0320200766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040109,2004-01-09,2607670.176188183,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040110,2004-01-10,1677171.804504001,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040111,2004-01-11,2779359.8763368847,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040112,2004-01-12,2869399.722735104,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040113,2004-01-13,3605865.9875190035,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040114,2004-01-14,3155779.5391264292,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040115,2004-01-15,2187292.7182446443,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040116,2004-01-16,2484446.172777692,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040117,2004-01-17,1860179.7181351606,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040118,2004-01-18,238989.0934270032,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040119,2004-01-19,1759490.8940160894,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040120,2004-01-20,1938492.15083033,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040121,2004-01-21,713409.9241647066,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040122,2004-01-22,279250.6681995303,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040123,2004-01-23,-184227.5848311337,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040124,2004-01-24,1093756.8733222175,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040125,2004-01-25,128569.62493796948,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040126,2004-01-26,-232737.36487491036,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040127,2004-01-27,1456633.5679635936,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040128,2004-01-28,2416247.347112378,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040129,2004-01-29,1792588.203224777,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040130,2004-01-30,-13314.992304703746,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040131,2004-01-31,1431155.7087289821,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040201,2004-02-01,1725663.4433544741,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040202,2004-02-02,1208240.9257368434,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040203,2004-02-03,372957.49149456155,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040204,2004-02-04,330265.9440334822,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040205,2004-02-05,837406.6314486765,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040206,2004-02-06,1390040.9506389806,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040207,2004-02-07,2990168.8804575605,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040208,2004-02-08,2938781.0339935375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040209,2004-02-09,100655.50605615537,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040210,2004-02-10,-181863.62609553448,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040211,2004-02-11,372434.99614875263,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040212,2004-02-12,-728681.515875688,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040213,2004-02-13,-974969.1531580968,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040214,2004-02-14,-605061.2735012961,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040215,2004-02-15,8070.546358404434,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040216,2004-02-16,-343807.9163517583,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040217,2004-02-17,327493.29283678584,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040218,2004-02-18,-318494.819302246,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040219,2004-02-19,-1701133.1302475901,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040220,2004-02-20,-2556270.128619126,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040221,2004-02-21,-2382581.438654422,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040222,2004-02-22,-696328.5977771918,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040223,2004-02-23,-313323.5764505598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040224,2004-02-24,251656.84015012102,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040225,2004-02-25,368333.26288760296,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040226,2004-02-26,1099501.9421011223,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040227,2004-02-27,293229.96207576944,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040228,2004-02-28,1049510.1131592833,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040229,2004-02-29,-8202.24335222195,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040301,2004-03-01,-1011141.3769204374,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040302,2004-03-02,-156621.7423090792,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040303,2004-03-03,-71926.65482215126,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040304,2004-03-04,177547.54529819626,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040305,2004-03-05,567596.0841565172,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040306,2004-03-06,827029.7573023505,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040307,2004-03-07,1311320.4030417886,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040308,2004-03-08,-348310.8981338157,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040309,2004-03-09,-498535.56921989634,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040310,2004-03-10,-348240.4905701437,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040311,2004-03-11,-790335.8806028563,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040312,2004-03-12,-679489.6770300382,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040313,2004-03-13,700611.6889040739,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040314,2004-03-14,783030.9996594092,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040315,2004-03-15,723757.881031245,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040316,2004-03-16,-636533.6819445089,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040317,2004-03-17,-97756.46071175342,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040318,2004-03-18,1055302.7973543173,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040319,2004-03-19,2478993.569008736,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040320,2004-03-20,3060667.9254063806,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040321,2004-03-21,3515294.232774889,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040322,2004-03-22,2541325.8555299714,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040323,2004-03-23,1433665.2179499015,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040324,2004-03-24,295750.3698966892,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040325,2004-03-25,64486.822474549874,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040326,2004-03-26,-854208.8066421748,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040327,2004-03-27,-749902.793619536,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040328,2004-03-28,-1152655.073431953,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040329,2004-03-29,-2219580.130172332,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040330,2004-03-30,-2218694.5005052467,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040331,2004-03-31,-909039.6872859534,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040401,2004-04-01,-1116589.060252457,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040402,2004-04-02,-46241.34579354956,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040403,2004-04-03,1549903.7032702225,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040404,2004-04-04,2148003.943421718,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040405,2004-04-05,2934252.779078585,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040406,2004-04-06,3185555.0001723766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040407,2004-04-07,1888125.4982656017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040408,2004-04-08,425073.02267221216,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040409,2004-04-09,-305476.8015836596,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040410,2004-04-10,286655.64489210723,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040411,2004-04-11,-322394.263015699,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040412,2004-04-12,-452161.8156298264,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040413,2004-04-13,134849.346309804,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040414,2004-04-14,-602266.3605996749,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040415,2004-04-15,-824368.136597897,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040416,2004-04-16,-1023224.0705735572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040417,2004-04-17,1680995.5717998636,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040418,2004-04-18,1726996.8303811247,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040419,2004-04-19,2119449.2684335676,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040420,2004-04-20,1366038.1743235795,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040421,2004-04-21,-25712.824774631634,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040422,2004-04-22,612610.9351754644,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040423,2004-04-23,128012.51665581546,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040424,2004-04-24,-1041930.74026706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040425,2004-04-25,-1413263.4329971995,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040426,2004-04-26,-1048754.93131026,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040427,2004-04-27,123960.73071679207,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040428,2004-04-28,-260510.32937033815,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040429,2004-04-29,-429695.2042555527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040430,2004-04-30,-23625.7743536315,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040501,2004-05-01,-214371.17971064962,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040502,2004-05-02,-635765.7955937246,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040503,2004-05-03,385255.3894671635,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040504,2004-05-04,2310157.438702262,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040505,2004-05-05,2315883.836188443,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040506,2004-05-06,2109801.6747866836,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040507,2004-05-07,2342392.8424002347,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040508,2004-05-08,3274331.2619336126,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040509,2004-05-09,1664889.1612158257,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040510,2004-05-10,306170.08383809234,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040511,2004-05-11,-341382.4814066967,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040512,2004-05-12,-464893.99263964203,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040513,2004-05-13,-30079.985979001685,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040514,2004-05-14,-132281.11467753147,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040515,2004-05-15,-718503.9037458219,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040516,2004-05-16,-1156575.951957606,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040517,2004-05-17,-1007864.4591956512,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040518,2004-05-18,-232285.84256313482,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040519,2004-05-19,-40767.88828319611,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040520,2004-05-20,-179968.33921812565,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040521,2004-05-21,-454003.3380300908,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040522,2004-05-22,-1469990.8417466243,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040523,2004-05-23,-1462399.1150665432,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040524,2004-05-24,-1534715.083287292,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040525,2004-05-25,-1162339.7854814595,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040526,2004-05-26,-392493.47858898586,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040527,2004-05-27,-257534.01556786406,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040528,2004-05-28,-512157.51766321645,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040529,2004-05-29,-161551.55711779316,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040530,2004-05-30,1044829.6146116222,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040531,2004-05-31,1090791.0731162755,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040601,2004-06-01,1653826.0328947054,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040602,2004-06-02,1559945.03371054,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040603,2004-06-03,319956.51047233195,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040604,2004-06-04,780996.3385820433,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040605,2004-06-05,233310.49891430367,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040606,2004-06-06,-1129558.4123718308,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040607,2004-06-07,-991965.6713897632,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040608,2004-06-08,15145.146652870088,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040609,2004-06-09,368773.72339728114,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040610,2004-06-10,662250.5206832321,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040611,2004-06-11,1159032.2227864815,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040612,2004-06-12,1210226.0674092027,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040613,2004-06-13,-353277.97647882916,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040614,2004-06-14,-786365.3427806076,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040615,2004-06-15,260689.68932272887,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040616,2004-06-16,88221.30377062465,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040617,2004-06-17,1612700.119946086,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040618,2004-06-18,1916370.9586553709,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040619,2004-06-19,1417469.0126137803,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040620,2004-06-20,1850304.0723062402,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040621,2004-06-21,1068993.7094924988,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040622,2004-06-22,219034.22970456505,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040623,2004-06-23,3098936.876249154,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040624,2004-06-24,2731397.587481791,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040625,2004-06-25,725743.844761237,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040626,2004-06-26,-449468.64694059326,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040627,2004-06-27,1598415.4251422002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040628,2004-06-28,845399.8385772659,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040629,2004-06-29,70812.84608279864,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040630,2004-06-30,793338.5167410888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040701,2004-07-01,2363820.5165550997,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040702,2004-07-02,2746287.3513972755,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040703,2004-07-03,2262263.6059055487,"{""type"":""MultiPoint"",""coordinates"":[]}"
20040704,2004-07-04,923061.8247067613,"{""type"":""MultiPoint"",""coordinates"":[]}"
