system:index,date,temperature_2m,.geo
20070319,2007-03-19,2.179098479658095E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070320,2007-03-20,2.1700703248961526E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070321,2007-03-21,2.1730484775008E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070322,2007-03-22,2.1731150609347552E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070323,2007-03-23,2.1813684980204624E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070324,2007-03-24,2.183463152515525E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070325,2007-03-25,2.1964261506537187E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070326,2007-03-26,2.209360363718361E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070327,2007-03-27,2.2176937361374235E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070328,2007-03-28,2.2183499948274451E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070329,2007-03-29,2.2105400967641264E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070330,2007-03-30,2.1949470640774643E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070331,2007-03-31,2.1937970445415902E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070401,2007-04-01,2.2186694322945142E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070402,2007-04-02,2.241786713949142E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070403,2007-04-03,2.2281445128945774E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070404,2007-04-04,2.2057862198403502E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070405,2007-04-05,2.2171713639161453E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070406,2007-04-06,2.2321160583574468E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070407,2007-04-07,2.2368535613266212E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070408,2007-04-08,2.2337236694907185E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070409,2007-04-09,2.238838879931381E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070410,2007-04-10,2.2447162067502382E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070411,2007-04-11,2.2507976413295597E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070412,2007-04-12,2.258905249239081E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070413,2007-04-13,2.265662879913432E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070414,2007-04-14,2.269510912291061E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070415,2007-04-15,2.274900350514116E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070416,2007-04-16,2.276973471282947E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070417,2007-04-17,2.2713829106084687E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070418,2007-04-18,2.255386416131478E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070419,2007-04-19,2.2523491404171512E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070420,2007-04-20,2.2613250948570973E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070421,2007-04-21,2.266257276293857E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070422,2007-04-22,2.275521366443324E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070423,2007-04-23,2.2836935138325667E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070424,2007-04-24,2.292069652487411E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070425,2007-04-25,2.2869161052355617E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070426,2007-04-26,2.2845281088570964E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070427,2007-04-27,2.281372964586522E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070428,2007-04-28,2.2817317449463075E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070429,2007-04-29,2.2787827173598188E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070430,2007-04-30,2.2725596776097885E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070501,2007-05-01,2.2613588140385634E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070502,2007-05-02,2.2527226525670266E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070503,2007-05-03,2.250732750788533E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070504,2007-05-04,2.252619427884068E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070505,2007-05-05,2.250309304328555E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070506,2007-05-06,2.2537235488117734E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070507,2007-05-07,2.2597523416372752E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070508,2007-05-08,2.263366375051394E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070509,2007-05-09,2.2666843020409864E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070510,2007-05-10,2.2837926874213424E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070511,2007-05-11,2.2677871541033927E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070512,2007-05-12,2.2733901359050947E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070513,2007-05-13,2.2805797154227117E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070514,2007-05-14,2.2511797173560733E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070515,2007-05-15,2.2389770403244737E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070516,2007-05-16,2.2467151543487594E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070517,2007-05-17,2.259135403813756E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070518,2007-05-18,2.276048764273684E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070519,2007-05-19,2.2767163579837966E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070520,2007-05-20,2.2788618152671397E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070521,2007-05-21,2.2897445385658634E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070522,2007-05-22,2.2921923844280007E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070523,2007-05-23,2.297529293454948E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070524,2007-05-24,2.307213104732347E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070525,2007-05-25,2.3051574140256137E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070526,2007-05-26,2.2795511867597508E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070527,2007-05-27,2.2486989440681136E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070528,2007-05-28,2.231697709442749E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070529,2007-05-29,2.232855872870201E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070530,2007-05-30,2.2564150677507728E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070531,2007-05-31,2.2565152454572716E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070601,2007-06-01,2.2511020210542312E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070602,2007-06-02,2.2658096066594052E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070603,2007-06-03,2.283331877472561E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070604,2007-06-04,2.284793790119024E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070605,2007-06-05,2.2894593535882515E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070606,2007-06-06,2.293400610342886E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070607,2007-06-07,2.2949635205013964E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070608,2007-06-08,2.300437631959479E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070609,2007-06-09,2.306951026800581E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070610,2007-06-10,2.3082914070340365E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070611,2007-06-11,2.2981294711123627E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070612,2007-06-12,2.2971815416076913E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070613,2007-06-13,2.2997556025153166E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070614,2007-06-14,2.298434456092016E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070615,2007-06-15,2.2822719397897318E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070616,2007-06-16,2.2810236156441915E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070617,2007-06-17,2.2869896204852113E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070618,2007-06-18,2.301641645017894E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070619,2007-06-19,2.3186099958455712E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070620,2007-06-20,2.299064070575124E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070621,2007-06-21,2.2859462337943238E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070622,2007-06-22,2.2767230084072423E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070623,2007-06-23,2.278115195960003E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070624,2007-06-24,2.290731146577071E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070625,2007-06-25,2.274891186345595E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070626,2007-06-26,2.2607943009385586E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070627,2007-06-27,2.2570416263343352E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070628,2007-06-28,2.267007827397747E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070629,2007-06-29,2.276041619942906E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070630,2007-06-30,2.294591256454985E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070701,2007-07-01,2.2961634944798395E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070702,2007-07-02,2.2820593164959148E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070703,2007-07-03,2.2747891106736884E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070704,2007-07-04,2.267184853844352E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070705,2007-07-05,2.2693584824697745E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070706,2007-07-06,2.285104341168657E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070707,2007-07-07,2.2925858536191428E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070708,2007-07-08,2.290145855995501E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070709,2007-07-09,2.2677233944695795E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070710,2007-07-10,2.25748659287114E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070711,2007-07-11,2.2675308025507352E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070712,2007-07-12,2.2812785334397358E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070713,2007-07-13,2.310298091783089E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070714,2007-07-14,2.3205314227467984E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070715,2007-07-15,2.3311783929254538E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070716,2007-07-16,2.3170658319358987E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070717,2007-07-17,2.3073417577647993E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070718,2007-07-18,2.306261123410534E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070719,2007-07-19,2.3085395459530097E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070720,2007-07-20,2.2927418685669252E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070721,2007-07-21,2.2837912762618262E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070722,2007-07-22,2.288541672385896E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070723,2007-07-23,2.2888243270985568E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070724,2007-07-24,2.2861712523732412E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070725,2007-07-25,2.290827637195295E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070726,2007-07-26,2.3050464177582422E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070727,2007-07-27,2.3062805823932385E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070728,2007-07-28,2.3049598317754167E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070729,2007-07-29,2.298304168416458E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070730,2007-07-30,2.2848153712158152E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070731,2007-07-31,2.2863498065556818E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070801,2007-08-01,2.307318159309612E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070802,2007-08-02,2.2979288178311002E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070803,2007-08-03,2.2917126609286344E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070804,2007-08-04,2.3107578391386083E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070805,2007-08-05,2.3323797172872847E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070806,2007-08-06,2.3046905746943986E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070807,2007-08-07,2.2840729957764143E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070808,2007-08-08,2.2732485202494672E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070809,2007-08-09,2.267623301817506E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070810,2007-08-10,2.275561622325246E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070811,2007-08-11,2.2945916529924768E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070812,2007-08-12,2.300230391101212E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070813,2007-08-13,2.293049925743677E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070814,2007-08-14,2.3060232517498362E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070815,2007-08-15,2.318653559286235E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070816,2007-08-16,2.2848319657283658E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070817,2007-08-17,2.2754804085906857E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070818,2007-08-18,2.281869472880504E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070819,2007-08-19,2.2799246270172328E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070820,2007-08-20,2.263645763404922E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070821,2007-08-21,2.2658749533348632E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070822,2007-08-22,2.2702812598971802E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070823,2007-08-23,2.27893747458144E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070824,2007-08-24,2.291879722788706E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070825,2007-08-25,2.3073549249252766E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070826,2007-08-26,2.3189221685007384E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070827,2007-08-27,2.3188010352153483E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070828,2007-08-28,2.3096206524513632E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070829,2007-08-29,2.2915700031408775E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070830,2007-08-30,2.27700411561588E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070831,2007-08-31,2.2782019948889527E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070901,2007-09-01,2.2819557338380915E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070902,2007-09-02,2.2840909461674547E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070903,2007-09-03,2.275444377617756E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070904,2007-09-04,2.2591664506426245E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070905,2007-09-05,2.2557236603795606E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070906,2007-09-06,2.2733904092740363E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070907,2007-09-07,2.2817664039457136E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070908,2007-09-08,2.2830595137780815E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070909,2007-09-09,2.2806072649247667E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070910,2007-09-10,2.276016299616767E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070911,2007-09-11,2.269831106044391E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070912,2007-09-12,2.270987729577123E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070913,2007-09-13,2.2836350967998803E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070914,2007-09-14,2.2875273120391455E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070915,2007-09-15,2.2868166427404726E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070916,2007-09-16,2.2936136562772387E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070917,2007-09-17,2.2845912223919833E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070918,2007-09-18,2.253114014092803E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070919,2007-09-19,2.2454508577460265E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070920,2007-09-20,2.2572520921348935E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070921,2007-09-21,2.2735257130804986E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070922,2007-09-22,2.2772531641671214E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070923,2007-09-23,2.279454958167894E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070924,2007-09-24,2.2752788459800452E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070925,2007-09-25,2.2513981581727624E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070926,2007-09-26,2.2350083668447703E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070927,2007-09-27,2.2258681404429913E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070928,2007-09-28,2.2366359709112996E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070929,2007-09-29,2.248619374485307E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20070930,2007-09-30,2.269581899305091E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071001,2007-10-01,2.2859416165378505E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071002,2007-10-02,2.285898989804619E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071003,2007-10-03,2.284577998840498E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071004,2007-10-04,2.2841967764211714E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071005,2007-10-05,2.28032745142465E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071006,2007-10-06,2.2736761245123538E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071007,2007-10-07,2.2677444079363024E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071008,2007-10-08,2.2612321708812097E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071009,2007-10-09,2.2568538044810972E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071010,2007-10-10,2.2501919735561353E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071011,2007-10-11,2.250415426359348E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071012,2007-10-12,2.2477939181754506E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071013,2007-10-13,2.252477912981058E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071014,2007-10-14,2.254097338485837E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071015,2007-10-15,2.258270880301773E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071016,2007-10-16,2.259235100933978E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071017,2007-10-17,2.2595434374386498E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071018,2007-10-18,2.2371814885217527E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071019,2007-10-19,2.2198209080264628E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071020,2007-10-20,2.2047869749990234E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071021,2007-10-21,2.199771056941201E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071022,2007-10-22,2.2036571982733452E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071023,2007-10-23,2.2005561005385855E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071024,2007-10-24,2.2046292035511065E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071025,2007-10-25,2.213068932190642E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071026,2007-10-26,2.216083791662761E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071027,2007-10-27,2.2214375348405802E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071028,2007-10-28,2.2221338159493178E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071029,2007-10-29,2.2267668198584706E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071030,2007-10-30,2.2174060738155156E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071031,2007-10-31,2.2104699345450658E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071101,2007-11-01,2.218325167509697E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071102,2007-11-02,2.226371565443009E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071103,2007-11-03,2.23347649146694E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071104,2007-11-04,2.23184032591959E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071105,2007-11-05,2.2155933002229124E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071106,2007-11-06,2.2090905277177685E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071107,2007-11-07,2.2065036692261308E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071108,2007-11-08,2.2170864206766102E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071109,2007-11-09,2.2040237285517043E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071110,2007-11-10,2.203184442966598E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071111,2007-11-11,2.2154989985682872E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071112,2007-11-12,2.2000054839868474E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071113,2007-11-13,2.189998038958795E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071114,2007-11-14,2.1904243837344682E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071115,2007-11-15,2.1603454224383795E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071116,2007-11-16,2.1500555460542196E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071117,2007-11-17,2.1503420214454675E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071118,2007-11-18,2.162776743009104E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071119,2007-11-19,2.1946249140149212E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071120,2007-11-20,2.2228393227469838E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071121,2007-11-21,2.2268178862387675E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071122,2007-11-22,2.218966496995476E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071123,2007-11-23,2.2052071428841907E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071124,2007-11-24,2.187536741346722E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071125,2007-11-25,2.1904722680206075E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071126,2007-11-26,2.1923901769592482E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071127,2007-11-27,2.1889061683059233E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071128,2007-11-28,2.176299513816156E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071129,2007-11-29,2.1844650900654706E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071130,2007-11-30,2.200808093367529E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071201,2007-12-01,2.21122368500392E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071202,2007-12-02,2.2167647783547795E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071203,2007-12-03,2.2142192927063417E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071204,2007-12-04,2.213976519436372E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071205,2007-12-05,2.2215104644362745E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071206,2007-12-06,2.226939024040694E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071207,2007-12-07,2.2239040196235138E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071208,2007-12-08,2.2025562225533456E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071209,2007-12-09,2.2103694731147587E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071210,2007-12-10,2.1978150029074168E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071211,2007-12-11,2.1814135925037873E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071212,2007-12-12,2.1674527012482244E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071213,2007-12-13,2.1696112763694522E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071214,2007-12-14,2.1596109635895008E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071215,2007-12-15,2.1453683550389817E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071216,2007-12-16,2.1400590994077593E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071217,2007-12-17,2.141255114119068E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071218,2007-12-18,2.1434827209806108E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071219,2007-12-19,2.1462706065782505E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071220,2007-12-20,2.1553203721931982E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071221,2007-12-21,2.1659522886768416E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071222,2007-12-22,2.1695141007809603E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071223,2007-12-23,2.1664063112401128E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071224,2007-12-24,2.1614049194917375E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071225,2007-12-25,2.1680794281371498E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071226,2007-12-26,2.176251296415547E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071227,2007-12-27,2.1821478562047613E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071228,2007-12-28,2.1784406792898035E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071229,2007-12-29,2.1854547327220255E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
20071230,2007-12-30,2.1838972868857566E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
